Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1,Apr,20,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,Bus or coach (17 or more passenger seats)
1,Apr,20,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,25,Bus or coach (17 or more passenger seats)
2,Apr,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
2,Apr,10,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
1,Apr,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,67,Bus or coach (17 or more passenger seats)
2,Apr,16,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,Car
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,37,Pedal cycle
1,Apr,20,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,22,Car
1,Apr,21,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Car
2,Apr,21,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,Car
3,Apr,8,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
1,Apr,15,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,47,Car
2,Apr,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Motorcycle over 500cc
2,Apr,12,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
2,Apr,3,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,20,Car
3,Apr,16,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car
3,Apr,16,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
2,Apr,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61,Car
2,Apr,10,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
2,Apr,10,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,67,Car
2,Apr,10,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,46,Motorcycle over 500cc
2,Apr,10,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,69,Car
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Car
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,30,Car
1,Apr,13,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,87,Goods vehicle 3.5 tonnes mgw and under
2,Apr,22,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,38,Motorcycle over 500cc
2,Apr,22,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,27,Motorcycle over 500cc
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,Motorcycle over 500cc
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Female,30,Motorcycle over 500cc
2,Apr,19,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
2,Apr,19,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,27,Car
2,Apr,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,21,Goods vehicle 3.5 tonnes mgw and under
2,Apr,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,42,Goods vehicle 3.5 tonnes mgw and under
2,Apr,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,23,Car
2,Apr,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,25,Car
2,Apr,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,7,Pedal cycle
2,Apr,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,34,Car
1,Apr,14,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,Car
2,Apr,20,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,54,Car
2,Apr,21,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
3,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24,Car
1,Apr,7,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,1,Car
3,Apr,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
2,Apr,7,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,47,Car
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,27,Motorcycle over 125cc and up to 500cc
1,Apr,16,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,91,Bus or coach (17 or more passenger seats)
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,66,Motorcycle over 50cc and up to 125cc
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,17,Motorcycle over 50cc and up to 125cc
2,May,22,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
2,May,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car
2,May,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Pedal cycle
1,May,16,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
5,May,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
5,May,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Car
5,May,14,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
2,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,49,Motorcycle over 50cc and up to 125cc
2,May,22,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
2,May,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 50cc and up to 125cc
2,Apr,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,56,Pedal cycle
1,May,11,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,60,Car
2,May,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,44,Pedal cycle
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,19,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,46,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,24,Car
2,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,25,Car
2,May,10,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,67,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Male,78,Car
3,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,23,Pedal cycle
1,May,13,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,76,Car
2,May,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
1,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 500cc
3,May,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
3,May,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
3,May,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,60,Car
3,May,15,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
1,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,29,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,35,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,16,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,26,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,15,Car
2,May,12,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
2,May,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Pedal cycle
1,May,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,87,Bus or coach (17 or more passenger seats)
1,May,14,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,65,Car
3,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,25,Car
2,May,1,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver,Slight,Female,18,Car
2,May,1,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver,Slight,Male,49,Taxi/Private hire car
2,May,1,Dry,Darkness: street lights present but unlit,Fine without high winds,Passenger,Slight,Female,19,Car
2,May,1,Dry,Darkness: street lights present but unlit,Fine without high winds,Passenger,Slight,Male,23,Car
3,May,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Car
2,May,7,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,50,Pedal cycle
1,May,9,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Pedal cycle
1,May,9,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,90,Pedal cycle
2,May,14,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
2,May,18,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
2,May,7,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
2,May,11,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 50cc and up to 125cc
1,May,11,Dry,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,45,Car
1,May,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,43,Motorcycle over 50cc and up to 125cc
2,May,11,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
2,May,19,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,37,Car
2,May,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,34,Car
3,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,38,Car
2,May,9,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,40,Pedal cycle
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,49,Motorcycle over 500cc
2,May,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,9,Car
2,May,19,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,6,Car
1,May,22,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
2,May,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
2,May,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Pedal cycle
2,May,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,93,Car
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
2,May,9,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
3,May,12,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
3,May,12,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Car
2,May,19,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,35,Pedal cycle
3,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Car
3,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,32,Car
3,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,35,Car
3,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,12,Car
3,May,20,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,12,Car
2,May,6,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
2,Jun,10,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
2,May,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Motorcycle over 125cc and up to 500cc
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,18,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,56,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,9,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,12,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,35,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Female,35,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,23,Car
4,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,51,Car
2,May,8,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,Taxi/Private hire car
3,May,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
3,May,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
3,May,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
3,May,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,69,Car
2,May,8,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
2,May,15,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,47,Bus or coach (17 or more passenger seats)
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,43,Motorcycle over 50cc and up to 125cc
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,36,Motorcycle over 50cc and up to 125cc
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,47,Motorcycle over 50cc and up to 125cc
2,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,22,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,8,Car
2,May,19,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,21,Pedal cycle
1,May,18,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,20,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30,Car
2,May,17,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,43,Car
2,May,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,79,Car
